TransactionAmount,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Amount_Bin,Target
623.9,1,38,316,0,27.0,3,249.0,1.0,711.47,232,0,1
445.41,1,14,242,0,35.0,0,235.0,3.0,12154.66,105,2,2
63.41,1,13,116,0,26.0,3,36.0,1.0,1546.22,52,1,1
346.85,1,18,81,0,44.0,0,88.0,1.0,7208.15,242,2,2
7.5,1,9,308,2,63.0,2,36.0,1.0,6485.78,304,1,0
206.46,1,41,31,0,65.0,2,279.0,1.0,3984.38,21,1,0
423.11,1,8,490,0,60.0,1,47.0,1.0,412.78,274,2,0
35.84,0,7,398,2,54.0,2,172.0,1.0,4795.65,273,1,3
88.6,0,33,211,1,28.0,3,105.0,1.0,246.57,144,1,1
22.46,1,27,132,2,54.0,2,78.0,1.0,6631.5,83,1,3
334.89,1,13,386,2,21.0,3,260.0,1.0,1661.68,141,2,1
319.27,0,29,337,2,54.0,2,59.0,1.0,5504.01,12,2,3
144.3,1,28,571,0,18.0,3,88.0,1.0,312.19,255,1,1
348.7,0,14,119,1,69.0,2,149.0,1.0,2445.58,35,2,3
366.21,1,28,326,0,62.0,0,181.0,1.0,10862.99,312,2,2
99.11,1,30,421,2,55.0,2,12.0,1.0,5414.87,192,1,3
539.35,1,25,341,0,55.0,2,127.0,1.0,3919.44,325,2,0
188.99,1,28,298,1,58.0,1,92.0,1.0,7315.34,69,1,0
710.14,1,12,543,0,26.0,3,227.0,1.0,465.63,356,0,1
308.68,1,25,550,2,53.0,0,170.0,1.0,9992.36,233,2,2
166.68,1,23,248,0,57.0,2,139.0,1.0,5141.19,355,1,0
505.19,1,18,481,0,30.0,0,128.0,5.0,5326.68,236,2,0
66.58,1,33,296,1,23.0,3,79.0,1.0,1636.32,145,1,1
223.43,1,9,291,1,77.0,2,178.0,1.0,7932.41,195,1,0
659.95,1,11,574,2,60.0,1,114.0,1.0,3927.69,3,0,3
634.86,1,6,73,0,27.0,3,45.0,1.0,588.5,97,0,1
286.5,0,4,168,1,30.0,1,60.0,1.0,8517.95,174,1,3
322.96,0,30,95,1,76.0,2,168.0,1.0,2401.59,300,2,3
654.48,1,8,136,1,19.0,3,114.0,1.0,6776.41,234,0,1
157.97,1,30,557,1,48.0,0,140.0,1.0,5529.92,223,1,0
254.77,1,10,168,1,57.0,1,57.0,1.0,5994.87,44,1,0
795.96,1,33,458,2,65.0,2,119.0,1.0,5468.58,123,0,3
149.25,1,29,381,0,39.0,1,142.0,1.0,5677.52,78,1,0
68.19,0,14,92,2,40.0,0,189.0,1.0,9895.1,87,1,3
37.57,1,12,217,0,57.0,2,42.0,1.0,7739.54,178,1,0
127.0,0,26,151,1,19.0,3,68.0,5.0,431.16,229,1,1
448.33,1,1,117,0,25.0,3,161.0,1.0,922.19,201,2,1
8.65,1,19,298,2,48.0,0,273.0,1.0,10778.35,160,1,2
539.81,1,37,449,2,46.0,1,177.0,1.0,2051.25,162,2,3
363.53,1,18,92,0,63.0,2,142.0,1.0,1038.91,273,2,0
64.9,0,11,431,1,51.0,2,72.0,1.0,6854.61,235,1,3
358.18,1,4,9,0,18.0,3,157.0,1.0,619.86,95,2,1
167.2,1,35,462,1,30.0,0,84.0,1.0,11320.83,29,1,2
121.91,1,6,95,1,60.0,0,133.0,1.0,14510.8,156,1,2
137.57,1,21,412,2,54.0,1,70.0,1.0,5103.67,298,1,0
534.62,1,28,227,2,55.0,0,45.0,1.0,13793.53,12,2,2
463.92,1,23,292,2,50.0,1,199.0,1.0,2403.39,171,2,3
320.14,1,25,542,2,60.0,2,96.0,1.0,3075.97,77,2,3
214.93,1,0,361,2,28.0,3,52.0,1.0,7835.4,148,1,1
660.02,1,26,518,1,20.0,3,84.0,1.0,414.43,132,0,1
345.81,1,33,266,1,40.0,1,135.0,1.0,6116.8,350,2,0
143.54,1,30,543,0,71.0,2,80.0,1.0,6067.62,119,1,0
541.79,1,23,570,0,22.0,3,125.0,1.0,1454.08,305,2,1
40.57,1,8,219,1,26.0,3,63.0,1.0,1476.91,14,1,1
120.24,1,25,443,1,18.0,3,131.0,2.0,1943.13,117,1,1
498.67,1,24,558,2,28.0,3,244.0,1.0,1719.97,121,2,1
227.22,1,12,285,0,53.0,0,220.0,1.0,832.82,332,1,0
59.44,1,6,489,2,35.0,1,176.0,1.0,5472.03,11,1,0
230.46,1,23,471,2,19.0,3,179.0,1.0,162.53,147,1,1
65.09,0,39,122,2,44.0,1,159.0,1.0,9370.9,198,1,3
457.09,0,26,324,2,55.0,1,63.0,1.0,8570.82,142,2,3
552.02,0,6,158,0,44.0,1,100.0,1.0,522.08,182,2,3
377.12,1,15,40,0,34.0,1,61.0,1.0,836.67,316,2,0
204.56,0,36,425,1,18.0,3,179.0,1.0,364.72,243,1,1
420.28,1,42,31,1,35.0,0,144.0,1.0,8557.32,158,2,2
97.09,1,13,356,0,24.0,3,202.0,4.0,1579.57,10,1,1
124.59,1,5,547,1,27.0,3,171.0,1.0,129.29,178,1,1
73.88,1,5,117,2,39.0,0,34.0,1.0,6474.41,166,1,3
106.16,1,31,438,0,56.0,0,277.0,4.0,7487.79,148,1,2
245.93,1,14,351,1,54.0,1,172.0,1.0,7986.63,334,1,0
622.41,1,16,93,0,64.0,0,125.0,1.0,7322.01,85,0,2
43.73,1,29,278,0,34.0,0,145.0,1.0,9929.43,250,1,2
2.03,0,11,41,0,33.0,1,28.0,1.0,3012.31,147,1,3
770.65,1,17,177,2,31.0,0,137.0,1.0,7198.8,158,0,3
260.31,1,2,280,1,63.0,0,113.0,1.0,10980.38,339,1,2
356.1,0,13,199,1,26.0,3,187.0,1.0,868.35,278,2,1
27.07,0,41,453,1,80.0,2,39.0,1.0,3773.29,214,1,3
119.89,1,40,197,0,67.0,0,60.0,1.0,6697.77,159,1,2
106.39,1,41,329,2,37.0,0,281.0,1.0,9410.99,249,1,2
12.04,1,13,384,2,37.0,1,58.0,1.0,6213.32,122,1,0
365.7,1,15,536,1,21.0,3,115.0,2.0,368.78,234,2,1
29.38,0,3,108,1,28.0,3,63.0,1.0,1663.31,284,1,1
319.85,1,10,350,0,60.0,0,148.0,1.0,711.66,82,2,0
350.14,0,20,178,2,75.0,2,38.0,1.0,2403.25,137,2,3
163.94,0,41,152,1,52.0,2,73.0,1.0,5957.37,208,1,3
170.53,1,28,166,1,24.0,3,58.0,1.0,801.01,206,1,1
41.49,1,0,389,2,24.0,3,13.0,1.0,928.33,339,1,1
121.43,0,34,213,1,52.0,1,243.0,1.0,7365.28,65,1,3
350.46,1,26,149,1,51.0,2,165.0,1.0,5839.38,9,2,0
220.41,0,12,89,2,26.0,1,155.0,1.0,5116.98,221,1,3
33.46,1,39,257,0,72.0,2,111.0,1.0,3641.07,169,1,0
104.79,1,10,528,0,70.0,0,223.0,1.0,1352.19,224,1,0
246.27,1,14,122,2,29.0,0,141.0,1.0,7299.86,273,1,3
48.85,1,9,499,0,19.0,3,176.0,1.0,1503.56,52,1,1
332.0,1,5,286,0,69.0,2,17.0,1.0,5943.13,40,2,0
118.1,1,22,33,2,54.0,1,167.0,1.0,895.66,171,1,3
84.59,0,19,148,1,67.0,0,10.0,1.0,5669.1,49,1,3
295.64,1,17,210,2,21.0,3,82.0,1.0,1061.96,257,1,1
514.33,1,30,346,1,25.0,3,160.0,1.0,1592.94,353,2,1
94.59,1,42,435,2,39.0,0,34.0,1.0,6171.89,253,1,3
80.43,1,8,164,1,59.0,2,157.0,1.0,5987.67,115,1,0
54.25,1,41,450,2,68.0,0,37.0,1.0,14783.33,150,1,2
178.88,0,9,406,1,76.0,2,93.0,4.0,4708.29,346,1,3
518.85,1,18,512,2,22.0,3,82.0,1.0,1806.0,14,2,1
10.65,1,21,405,2,54.0,0,161.0,1.0,13240.72,238,1,2
107.03,1,24,357,1,27.0,3,73.0,1.0,1408.07,349,1,1
139.57,1,13,83,0,19.0,3,263.0,3.0,271.78,60,1,1
346.11,1,9,86,1,41.0,1,213.0,1.0,9551.64,100,2,0
138.06,1,5,46,1,44.0,1,159.0,1.0,1070.47,29,1,0
158.02,1,27,477,0,49.0,1,120.0,1.0,9374.24,214,1,0
830.01,0,6,445,2,66.0,2,96.0,1.0,4253.18,303,0,3
110.49,1,33,248,2,57.0,0,48.0,1.0,10483.93,356,1,2
329.4,1,10,15,2,34.0,0,68.0,1.0,9588.07,92,2,3
635.4,1,10,338,0,47.0,0,106.0,1.0,1238.11,321,0,0
769.97,1,36,363,1,22.0,3,23.0,1.0,1244.93,208,0,1
175.07,1,7,133,1,26.0,3,169.0,1.0,1040.25,112,1,1
7.31,1,19,173,1,78.0,2,282.0,1.0,5757.67,52,1,0
32.54,1,28,409,2,25.0,3,183.0,4.0,1544.88,38,1,1
56.12,1,12,28,0,30.0,0,102.0,1.0,8839.67,187,1,0
424.7,0,24,461,2,56.0,2,178.0,1.0,6239.89,122,2,3
35.73,1,24,314,1,65.0,0,87.0,1.0,9073.17,285,1,2
3.44,1,13,432,0,78.0,2,108.0,1.0,7561.33,356,1,0
139.03,0,20,133,2,50.0,1,81.0,1.0,2276.57,305,1,3
254.92,0,35,289,0,28.0,1,169.0,1.0,2791.12,55,1,3
115.11,1,0,262,2,28.0,1,139.0,1.0,9808.97,235,1,0
171.11,1,37,460,0,57.0,2,171.0,1.0,6324.09,137,1,0
168.54,1,28,60,0,70.0,0,142.0,2.0,13406.0,111,1,2
408.46,1,33,303,1,64.0,2,28.0,1.0,3140.79,117,2,0
342.17,0,27,562,1,21.0,3,247.0,1.0,461.83,129,2,1
580.71,1,30,52,0,53.0,1,95.0,1.0,5670.0,270,2,0
821.54,0,1,258,1,79.0,2,36.0,1.0,4040.32,333,0,3
253.47,1,1,536,1,20.0,3,238.0,1.0,220.51,109,1,1
22.81,1,27,533,2,62.0,2,75.0,1.0,3634.76,96,1,3
266.57,0,4,112,2,39.0,1,96.0,1.0,7180.48,47,1,3
374.61,0,23,391,2,75.0,2,37.0,1.0,1389.71,300,2,3
339.35,0,4,286,0,78.0,2,70.0,1.0,5002.7,114,2,3
810.36,1,8,108,0,20.0,3,67.0,1.0,9239.12,56,0,0
9.83,1,22,328,0,24.0,3,86.0,1.0,666.42,160,1,1
135.57,0,4,132,1,51.0,0,116.0,1.0,11351.64,320,1,2
340.05,1,11,188,0,43.0,1,37.0,1.0,7234.15,80,2,0
283.45,1,7,78,1,27.0,1,127.0,1.0,2049.51,148,1,0
100.99,1,27,25,0,68.0,0,114.0,1.0,8865.27,169,1,2
90.88,1,0,283,1,18.0,3,176.0,1.0,3908.47,50,1,1
655.15,1,39,28,0,26.0,1,264.0,1.0,5587.44,52,0,0
320.55,1,25,294,2,50.0,1,118.0,1.0,438.75,111,2,3
41.51,1,31,171,2,28.0,3,48.0,1.0,609.6,330,1,1
71.53,0,17,29,1,68.0,2,39.0,1.0,2393.73,336,1,3
467.13,0,18,183,1,54.0,2,45.0,1.0,3914.84,35,2,3
235.4,1,11,510,1,28.0,3,70.0,1.0,818.36,230,1,1
159.32,1,39,403,1,18.0,3,100.0,1.0,304.44,249,1,1
50.83,0,30,262,2,30.0,0,48.0,1.0,9553.42,223,1,3
56.89,0,15,384,1,59.0,1,56.0,1.0,3034.67,209,1,3
20.22,1,17,210,0,43.0,1,138.0,1.0,5515.32,9,1,0
50.4,1,35,425,1,36.0,0,84.0,1.0,1677.01,54,1,0
73.88,1,20,92,1,53.0,2,131.0,1.0,4055.55,108,1,0
119.61,1,36,584,0,33.0,0,53.0,1.0,9899.94,65,1,0
116.58,1,33,296,1,43.0,1,247.0,1.0,2620.74,27,1,0
156.26,0,41,449,1,46.0,1,160.0,1.0,7854.1,186,1,3
427.0,0,28,236,1,49.0,1,163.0,1.0,8253.65,67,2,3
67.57,1,5,193,1,37.0,1,107.0,1.0,2766.12,291,1,0
326.29,1,10,476,2,56.0,1,179.0,1.0,8171.26,260,2,2
158.56,1,34,345,0,33.0,0,100.0,1.0,5401.21,264,1,0
56.02,1,22,536,2,27.0,3,142.0,1.0,3548.02,95,1,1
245.67,0,32,381,1,24.0,3,107.0,1.0,752.25,82,1,1
152.18,0,20,416,2,39.0,1,176.0,4.0,2459.84,266,1,3
114.35,0,12,274,1,41.0,1,21.0,1.0,469.12,230,1,3
504.63,1,32,517,2,60.0,1,168.0,1.0,3806.16,87,2,3
126.22,1,1,559,0,46.0,1,77.0,4.0,6133.41,78,1,0
820.15,1,18,82,1,47.0,0,181.0,1.0,8802.97,251,0,2
8.37,1,7,120,0,63.0,2,135.0,1.0,1106.34,299,1,0
197.49,0,14,200,2,53.0,2,30.0,1.0,5005.33,17,1,3
637.97,1,27,16,1,58.0,2,90.0,1.0,7949.03,93,0,0
13.52,1,39,200,0,26.0,3,65.0,1.0,259.77,7,1,1
432.1,1,37,235,0,49.0,1,240.0,1.0,2114.3,233,2,0
375.17,1,13,38,0,51.0,1,66.0,2.0,5495.3,302,2,0
642.68,1,14,461,1,50.0,0,94.0,1.0,8461.46,135,0,2
78.44,0,38,396,2,52.0,2,292.0,1.0,6870.84,255,1,3
139.72,1,22,351,1,49.0,1,201.0,1.0,5058.83,121,1,0
499.99,1,38,559,1,31.0,1,296.0,1.0,8885.0,162,2,0
10.07,1,0,362,2,24.0,3,49.0,1.0,530.81,154,1,1
120.62,1,33,93,0,23.0,3,85.0,1.0,9379.53,16,1,0
578.49,1,26,278,1,59.0,2,180.0,1.0,6475.13,27,2,0
119.3,1,23,560,1,34.0,1,22.0,5.0,319.04,152,1,0
280.92,1,31,69,2,41.0,0,168.0,1.0,5298.85,18,1,3
42.42,1,34,482,2,21.0,3,102.0,1.0,490.57,168,1,1
77.03,1,14,71,0,67.0,0,259.0,1.0,11310.27,103,1,2
22.59,1,39,42,0,62.0,2,45.0,1.0,3988.75,119,1,0
568.76,1,3,486,0,51.0,2,155.0,1.0,7484.32,345,2,0
105.94,1,28,174,1,51.0,1,207.0,1.0,5963.1,216,1,0
733.29,1,41,171,0,52.0,0,94.0,5.0,10427.0,49,0,2
350.15,0,14,28,0,21.0,3,195.0,1.0,296.47,134,2,1
183.67,1,36,518,2,19.0,3,238.0,1.0,910.26,281,1,1
278.27,1,40,552,1,29.0,0,123.0,1.0,6684.34,215,1,0
470.3,1,2,419,0,40.0,0,88.0,1.0,8524.09,97,2,2
261.69,1,30,287,0,53.0,2,84.0,1.0,5126.65,166,1,0
365.04,1,41,550,1,22.0,3,94.0,1.0,873.89,344,2,1
211.1,1,24,260,1,57.0,2,136.0,1.0,7059.77,38,1,0
21.49,1,10,480,0,58.0,0,240.0,1.0,11991.24,105,1,2
63.58,1,8,187,0,18.0,3,199.0,1.0,8086.04,332,1,0
321.86,1,35,116,0,63.0,0,167.0,1.0,12626.49,12,2,2
642.54,1,25,197,1,44.0,1,28.0,1.0,3143.17,253,0,0
313.65,0,6,466,1,55.0,2,173.0,1.0,1886.36,265,2,3
99.76,1,34,404,1,26.0,3,131.0,1.0,416.89,3,1,1
115.32,1,10,330,1,53.0,2,113.0,1.0,5929.08,133,1,0
33.61,1,25,119,2,23.0,3,72.0,1.0,479.08,137,1,1
498.59,0,28,570,2,33.0,0,32.0,1.0,5862.99,35,2,3
98.81,1,37,406,1,27.0,3,91.0,1.0,797.1,108,1,1
1.87,1,42,382,0,65.0,2,147.0,1.0,7287.94,205,1,0
78.92,0,17,142,2,59.0,1,95.0,1.0,5624.86,125,1,3
194.29,0,39,175,1,39.0,1,10.0,1.0,2988.41,154,1,3
105.53,1,7,456,2,24.0,3,88.0,1.0,1433.66,231,1,1
737.34,1,24,567,2,30.0,0,34.0,1.0,7336.56,103,0,3
237.86,1,30,96,0,18.0,3,210.0,1.0,475.63,237,1,1
409.61,1,18,286,1,65.0,0,89.0,1.0,11698.15,233,2,2
75.53,0,14,458,2,21.0,3,157.0,1.0,1034.35,48,1,1
72.75,1,31,18,0,64.0,0,15.0,1.0,12042.79,56,1,2
39.11,1,8,282,2,26.0,3,143.0,1.0,518.54,124,1,1
729.38,1,20,584,0,68.0,0,90.0,1.0,9127.65,113,0,2
137.49,1,13,423,0,34.0,1,50.0,1.0,4471.05,41,1,0
504.71,1,11,364,2,29.0,1,61.0,1.0,6214.54,134,2,3
371.47,0,25,389,1,24.0,3,58.0,1.0,1187.04,46,2,1
430.35,1,5,343,2,36.0,0,205.0,1.0,354.9,267,2,3
230.32,1,19,441,1,35.0,1,56.0,1.0,791.46,131,1,0
121.71,1,6,516,0,52.0,2,140.0,1.0,5878.89,299,1,0
98.87,1,11,350,2,20.0,3,179.0,1.0,533.2,35,1,1
117.55,1,14,409,0,24.0,3,35.0,1.0,897.94,289,1,1
244.64,1,40,498,1,30.0,0,103.0,1.0,9159.56,30,1,0
321.93,1,26,430,0,45.0,1,12.0,1.0,4392.73,88,2,0
346.65,1,42,424,2,30.0,1,60.0,1.0,6356.96,35,2,3
388.65,1,28,416,0,76.0,2,43.0,1.0,7896.85,112,2,0
29.22,1,35,426,0,24.0,3,151.0,1.0,1649.43,160,1,1
46.75,1,7,283,1,67.0,2,150.0,1.0,2840.43,177,1,0
348.64,1,38,93,2,57.0,2,128.0,1.0,3274.96,298,2,3
319.17,1,40,505,2,73.0,2,81.0,1.0,6501.56,146,2,3
73.95,1,18,474,0,26.0,3,76.0,1.0,363.92,59,1,1
389.63,1,23,153,2,27.0,1,99.0,1.0,9748.48,152,2,3
217.61,1,6,341,0,19.0,3,45.0,1.0,1404.53,225,1,1
199.84,1,9,436,0,21.0,3,150.0,1.0,706.44,171,1,1
56.35,1,5,197,0,44.0,0,75.0,1.0,5095.73,73,1,0
248.95,0,37,406,1,65.0,2,29.0,1.0,3059.79,189,1,3
142.58,1,35,108,0,33.0,1,145.0,1.0,7844.23,23,1,0
333.78,1,36,444,0,60.0,2,98.0,1.0,6810.94,87,2,0
332.59,1,35,195,2,55.0,2,143.0,1.0,1457.07,162,2,3
236.81,1,28,253,1,22.0,3,15.0,1.0,813.68,55,1,1
417.8,0,30,444,1,27.0,3,130.0,1.0,1518.82,174,2,1
319.27,1,35,331,0,50.0,0,150.0,1.0,10269.78,354,2,2
820.62,0,14,435,1,61.0,0,158.0,1.0,6024.8,65,0,3
474.77,0,16,15,2,56.0,1,50.0,1.0,2158.59,133,2,3
542.72,0,16,393,1,43.0,0,92.0,1.0,6011.8,150,2,3
79.8,1,13,255,0,73.0,2,76.0,1.0,6372.58,25,1,0
46.24,1,36,527,1,57.0,1,52.0,1.0,2569.56,61,1,0
327.8,1,37,560,0,61.0,0,54.0,1.0,10585.48,175,2,2
445.79,1,19,317,0,52.0,0,161.0,1.0,717.99,341,2,0
55.89,1,14,223,2,72.0,2,150.0,1.0,3689.65,309,1,0
158.41,1,34,251,1,28.0,3,16.0,1.0,1512.16,220,1,1
101.19,0,10,527,2,64.0,0,75.0,1.0,14389.45,201,1,2
827.14,1,12,338,1,36.0,1,265.0,4.0,9800.21,111,0,0
61.97,1,31,6,0,74.0,2,95.0,1.0,7014.69,263,1,0
27.21,1,38,374,0,79.0,2,102.0,1.0,3520.61,26,1,0
173.74,1,15,179,2,80.0,2,64.0,1.0,4913.42,328,1,3
176.11,1,38,550,1,38.0,1,105.0,1.0,9155.35,247,1,0
88.4,1,13,38,2,46.0,1,174.0,1.0,2567.53,198,1,3
567.92,1,8,333,2,53.0,2,14.0,1.0,3779.47,348,2,3
138.11,0,31,296,2,68.0,2,104.0,1.0,4177.65,41,1,3
456.93,0,41,337,1,28.0,1,193.0,1.0,7284.76,186,2,3
101.42,1,1,40,2,66.0,2,146.0,1.0,6530.59,358,1,0
300.61,1,12,193,2,44.0,0,51.0,1.0,7895.54,332,1,2
265.94,1,4,22,2,54.0,1,132.0,1.0,6781.3,14,1,3
345.54,1,36,338,2,29.0,1,50.0,1.0,2091.78,285,2,3
411.52,1,20,452,0,41.0,0,88.0,1.0,11108.39,170,2,2
111.21,1,32,339,1,35.0,0,111.0,1.0,9088.36,348,1,2
316.37,1,7,347,0,53.0,1,86.0,1.0,4671.69,97,2,0
260.63,1,13,399,1,37.0,1,142.0,1.0,7534.73,146,1,0
92.36,1,9,379,0,29.0,1,144.0,1.0,6353.14,92,1,0
262.06,1,28,427,1,63.0,0,118.0,1.0,13587.52,240,1,2
64.5,1,10,230,0,74.0,2,230.0,1.0,1351.24,128,1,0
253.55,1,17,420,0,28.0,1,85.0,5.0,2797.26,169,1,0
175.94,1,16,434,0,57.0,2,89.0,1.0,3728.04,48,1,0
199.47,1,11,541,2,57.0,0,142.0,1.0,6067.44,59,1,2
51.07,1,9,184,1,63.0,2,133.0,1.0,4292.16,348,1,0
435.86,1,17,133,0,56.0,2,134.0,1.0,3801.82,175,2,0
74.73,0,17,563,1,64.0,2,162.0,1.0,6353.22,123,1,3
182.79,0,21,398,2,23.0,3,14.0,1.0,1251.85,31,1,1
628.36,1,2,282,2,44.0,0,108.0,1.0,11869.71,69,0,2
268.39,1,35,533,2,29.0,0,177.0,1.0,9409.43,321,1,2
560.15,0,22,570,2,50.0,1,92.0,1.0,817.83,267,2,3
351.99,1,6,143,0,80.0,2,45.0,2.0,3663.64,299,2,0
132.36,1,7,418,1,28.0,3,160.0,1.0,319.65,222,1,1
24.77,0,26,359,2,40.0,1,17.0,1.0,478.23,57,1,3
668.67,1,11,241,2,44.0,0,143.0,4.0,13446.81,6,0,2
80.24,0,27,264,1,53.0,0,58.0,1.0,8012.81,349,1,3
8.65,1,23,343,0,68.0,2,198.0,1.0,4201.22,311,1,0
178.91,1,29,397,0,18.0,3,19.0,1.0,8870.89,43,1,0
115.22,1,37,514,1,27.0,1,108.0,1.0,906.2,164,1,1
161.63,1,38,393,2,46.0,0,276.0,1.0,9286.37,118,1,2
542.75,0,26,538,1,70.0,2,63.0,1.0,2224.08,124,2,3
317.47,0,34,61,2,67.0,0,16.0,1.0,14639.28,95,2,3
280.99,1,15,28,1,45.0,1,29.0,1.0,9733.59,61,1,2
24.19,1,36,243,0,29.0,1,28.0,1.0,2756.2,63,1,0
372.41,1,36,334,0,55.0,2,143.0,1.0,3233.87,11,2,0
247.17,0,6,463,1,65.0,2,149.0,1.0,2611.64,80,1,3
48.78,0,18,39,1,18.0,3,136.0,1.0,552.06,228,1,1
4.15,0,29,195,1,60.0,2,119.0,1.0,6017.36,205,1,3
60.99,1,28,446,1,34.0,1,58.0,1.0,7281.46,88,1,0
408.19,1,23,259,1,26.0,1,241.0,1.0,6847.47,126,2,0
524.6,1,12,427,1,58.0,0,76.0,1.0,13017.7,203,2,2
108.96,1,25,444,0,26.0,3,247.0,1.0,7597.66,17,1,0
70.03,1,26,274,1,63.0,2,49.0,1.0,7330.31,92,1,0
324.04,1,41,11,0,54.0,2,30.0,1.0,2248.06,104,2,0
39.69,1,2,351,2,70.0,2,163.0,1.0,3524.68,81,1,0
81.27,0,39,303,2,22.0,3,68.0,1.0,1814.48,263,1,1
193.82,1,18,168,1,37.0,1,176.0,1.0,3886.77,345,1,0
474.05,1,38,363,0,57.0,2,214.0,1.0,1484.31,262,2,0
39.21,1,24,20,0,66.0,0,245.0,4.0,9385.57,328,1,2
637.75,1,9,240,1,79.0,2,152.0,1.0,4202.92,148,0,0
153.59,0,32,311,1,66.0,2,174.0,1.0,4813.12,200,1,3
186.6,1,40,238,1,18.0,3,139.0,1.0,9716.68,253,1,0
644.08,1,1,466,2,24.0,3,55.0,1.0,1980.62,55,0,1
305.0,1,31,292,0,22.0,3,222.0,1.0,944.83,27,2,1
233.1,0,26,404,1,42.0,0,37.0,1.0,7469.2,315,1,3
793.13,1,22,218,2,68.0,0,76.0,1.0,13389.16,202,0,2
224.19,1,15,433,0,52.0,0,93.0,1.0,8475.47,71,1,2
214.83,0,40,313,0,23.0,3,63.0,1.0,991.69,321,1,1
163.46,0,3,407,1,63.0,2,111.0,1.0,6953.8,308,1,3
194.99,1,17,218,1,34.0,1,91.0,1.0,1370.03,87,1,0
23.4,1,12,513,0,46.0,0,175.0,4.0,14851.28,51,1,2
227.5,1,34,92,2,34.0,0,277.0,1.0,11505.35,311,1,2
259.9,1,28,110,2,26.0,3,100.0,1.0,914.28,66,1,1
59.51,0,9,550,2,36.0,0,55.0,1.0,9955.88,354,1,3
112.94,0,35,118,2,73.0,2,31.0,1.0,3807.84,56,1,3
11.81,1,31,578,0,21.0,3,131.0,1.0,320.25,90,1,1
329.14,1,34,474,1,55.0,0,14.0,1.0,12033.92,157,2,2
154.24,1,23,351,0,61.0,2,82.0,1.0,6109.55,130,1,0
233.44,1,6,402,2,20.0,3,297.0,1.0,1691.88,91,1,1
98.71,1,13,522,0,32.0,0,117.0,1.0,10095.23,79,1,0
87.38,1,1,379,1,21.0,3,252.0,1.0,1504.99,202,1,1
83.39,1,29,96,1,32.0,0,158.0,1.0,13182.11,356,1,2
267.55,1,5,212,2,46.0,1,40.0,1.0,4330.04,339,1,3
870.05,1,12,531,0,29.0,0,39.0,1.0,905.25,278,0,0
164.51,1,21,257,1,78.0,2,110.0,1.0,3553.69,47,1,0
758.12,1,37,228,0,69.0,2,90.0,1.0,6164.65,290,0,0
103.76,1,18,523,2,28.0,1,188.0,1.0,9626.14,307,1,0
583.92,1,18,387,2,55.0,1,139.0,1.0,6364.14,9,2,3
204.06,1,42,144,2,77.0,2,159.0,1.0,4351.83,59,1,3
53.51,1,27,100,2,56.0,2,165.0,1.0,5773.5,294,1,3
120.17,1,32,434,0,49.0,0,105.0,1.0,5403.79,326,1,0
220.8,1,16,6,2,31.0,1,28.0,1.0,8135.31,217,1,3
119.01,1,30,110,0,45.0,0,87.0,1.0,9798.26,174,1,2
183.32,1,33,185,0,21.0,3,74.0,1.0,137.42,188,1,1
858.88,1,17,129,2,60.0,1,227.0,1.0,7015.46,347,0,3
11.46,0,37,82,2,41.0,1,128.0,1.0,2356.71,173,1,3
61.37,1,8,464,1,75.0,2,164.0,1.0,4294.44,271,1,0
103.08,0,25,498,1,49.0,1,150.0,1.0,9251.38,19,1,3
425.18,0,7,519,2,26.0,1,172.0,1.0,9880.71,136,2,3
60.96,1,7,238,0,52.0,2,238.0,1.0,6189.24,215,1,0
64.21,1,29,93,0,51.0,0,37.0,1.0,12540.18,181,1,2
523.02,1,17,74,2,53.0,2,83.0,1.0,4586.11,15,2,3
50.26,1,19,452,1,65.0,2,164.0,1.0,1519.38,263,1,0
110.08,1,11,317,1,19.0,3,95.0,1.0,1447.26,116,1,1
54.47,0,30,264,1,23.0,3,34.0,1.0,1131.42,291,1,1
79.76,1,18,355,2,68.0,0,115.0,1.0,10278.75,111,1,2
16.79,0,11,311,2,30.0,0,146.0,1.0,535.15,277,1,3
68.62,1,29,200,1,29.0,0,157.0,1.0,13891.47,275,1,2
643.38,0,11,23,2,18.0,3,105.0,1.0,1046.74,337,0,1
328.34,0,36,22,2,42.0,1,31.0,1.0,2840.45,157,2,3
72.68,1,39,552,2,69.0,2,44.0,1.0,6216.77,237,1,3
354.76,1,11,458,1,51.0,0,279.0,1.0,10141.92,76,2,2
793.88,0,20,557,0,22.0,3,252.0,1.0,1404.06,50,0,1
29.22,1,11,347,0,27.0,1,69.0,1.0,7795.79,245,1,0
366.43,0,32,416,2,21.0,3,92.0,1.0,1560.45,195,2,1
120.86,1,7,237,2,33.0,0,162.0,4.0,13566.58,324,1,2
233.74,1,4,476,2,72.0,2,142.0,1.0,4749.54,4,1,3
471.84,1,33,103,0,18.0,3,138.0,1.0,1044.33,142,2,1
213.4,0,13,291,1,73.0,2,100.0,1.0,2012.24,184,1,3
254.21,1,31,103,0,48.0,1,46.0,1.0,2487.2,266,1,0
577.73,1,38,567,0,37.0,0,63.0,1.0,14977.99,14,2,2
170.26,1,6,476,0,27.0,3,265.0,1.0,1969.48,69,1,1
